Who,What,When,when_yyyy_mm,Field,Area,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,EZID,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location),Address (map),Latitude,Longitude,Postcode,Country
New York Public Library,45145,2010-12-18,2010-12-01,library,,https://www.nypl.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2010,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"5th Ave at 42nd St, New York, NY 10018, USA","5th Ave at 42nd St, New York, NY 10018, USA","Fifth Avenue, New York, NY 10018, USA",42.7133664,-73.708903,,USA
Purdue University,34231,2011-01-24,2011-01-01,university,,https://www.purdue.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"610 Purdue Mall, West Lafayette, IN 47907, USA","610 Purdue Mall, West Lafayette, IN 47907, USA","Purdue Mall, West Lafayette, IN 47907, USA",40.4287079,-86.9136899601775,,USA
Centre national de documentation pédagogique,19153,2011-02-12,2011-02-01,education,national,http://www.cndp.fr/Accueil/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,"EZID ARK, started as ARK",True,Anonyme,Anonyme,contact@email.com,,,,"4, avenue du Futuroscope, Téléport 1, CS 80158, 80158, Futuroscope Cedex, France","Futuroscope, France","Futuroscope, France",46.6674543,0.36702144928599,86000,France
Biblioteca Nacional de Portugal,80713,2011-02-12,2011-02-01,library,,http://www.bnportugal.gov.pt,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Campo Grande 83, 1749-081 Lisboa, Portugal","Campo Grande 83, 1749-081 Lisboa, Portugal","Campo Grande 83, 1749-081 Lisboa, Portugal",38.75097595,-9.1521821512471,,Portugal
Ministère de la culture et de la communication,67717,2011-03-14,2011-03-01,government agency,national,http://www.culture.fr/Ressources/Moteur-Collections,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"182, rue Saint-Honoré, 75033, Paris cedex 01, France","182, rue Saint-Honoré, 75001, Paris, France","182, rue Saint-Honoré, 75001, Paris, France",48.8621897,2.3392682,75001,France
Museum of Vertebrate Zoology,87299,2011-03-20,2011-03-01,museum,,https://www.ircica.org,False,NR,OP,(:unkn) unknown,2011,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA",37.8702807,-122.2586263,,USA
Institut national d'histoire de l'art,54721,2011-03-31,2011-03-01,research,national,https://www.inha.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 rue Vivienne, 75002, Paris, France","2 rue Vivienne, 75002, Paris, France","2 rue Vivienne, 75002, Paris, France",48.8664844,2.3389311,75002,France
"Research Center for Islamic History, Art and Culture",41725,2011-04-22,2011-04-01,research,,https://www.centrodeestudiosandaluces.es,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Barbaros Bulvari, Besiktas 34349, Istanbul, Turkey","Barbaros Bulvari, Besiktas 34349, Istanbul, Turkey","Barbaros Bulvari, Besiktas 34349, Istanbul, Turkey",41.0575186,29.0100543,,Turkey
Archives départementales du Rhône,28729,2011-05-08,2011-05-01,archives,departemental,https://archives.rhone.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"34 rue du général Mouton-Duvernet - 69003 Lyon, France","34 rue du général Mouton-Duvernet, 69003 Lyon, France","34 rue du général Mouton-Duvernet, 69003 Lyon, France",45.7550701,4.8613149,69003,France
Archives départementales du Cantal,16075,2011-05-27,2011-05-01,archives,departemental,http://archives.cantal.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Place Hôtel de ville, 15000, Aurillac, France","Place Hôtel de ville, 15000, Aurillac, France","Place de l'Hôtel de ville, 15000, Aurillac, France",44.9299414,2.4450207,15000,France
Archives départementales de la Savoie,77293,2011-06-07,2011-06-01,archives,departemental,https://patrimoines.savoie.fr/web/dsp_6165/accueil,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"244, quai de la Rize, 73000, Chambéry, France","244, quai de la Rize, 73000, Chambéry, France","244, quai de la Rize, 73000, Chambéry, France",45.5673772,5.929723,73000,France
Archives départementales du Pas-de-Calais,64297,2011-06-07,2011-06-01,archives,departemental,http://www.archivespasdecalais.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"59 Rue Anatole France, 62400, Béthune, France","244, quai de la Rize, 73000, Chambéry, France","244, quai de la Rize, 73000, Chambéry, France",45.5673772,5.929723,62400,France
Fundación Centro de Estudios Andaluces,51301,2011-06-20,2011-06-01,research,,https://www.ucsc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Fundación Pública Andaluza Centro de Estudios Andaluces, C/Bailén, 50, 41001 Sevilla, Spain","Calle Bailén, 50, 41001 Sevilla, Spain","Calle Bailén, 50, 41001 Sevilla, Spain",37.3907122,-5.9980842,,Spain
University of California Santa Cruz,38305,2011-06-24,2011-06-01,university,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,"EZID ARK, started as ARK",True,Anonyme,Anonyme,contact@email.com,,,,"1156 High St, Santa Cruz, CA 95064, USA","1156 High St, Santa Cruz, CA 95064, USA","1156 High St, Santa Cruz, CA 95064, USA",36.9773836423961,-122.054935671938,,USA
Archives départementales de la Gironde,25651,2011-08-18,2011-08-01,archives,departemental,https://archives.gironde.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"72, cours Balguerie-Stuttenberg, 33300, Bordeaux, France","72, cours Balguerie-Stuttenberg, 33300, Bordeaux, France","72, cours Balguerie-Stuttenberg, 33300, Bordeaux, France",44.856742,-0.56799879825835,33300,France
Agence Livre & Lecture Bourgogne-Franche-Comté,12655,2011-09-13,2011-09-01,publication,regional,https://www.livre-bourgognefranchecomte.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"25, rue Gambetta, 25000, Besançon, France","25, rue Gambetta, 25000, Besançon, France","25, rue Gambetta, 25000, Besançon, France",47.2407743,6.0264992,25000,France
Archives départementales de la Marne,86869,2011-09-26,2011-09-01,archives,departemental,https://archives.marne.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 bis rue de Jessaint, CS30454 - 51038 Châlons-en-Champagne, France","23 Rue Carnot, 51000, Châlons-en-Champagne, France","rue Carnot, 51000, Châlons-en-Champagne, France",48.9534536,4.3666378,51000,France
Ville de Paris,73873,2011-12-13,2011-12-01,administrative district,municipal,http://www.paris.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Place de l'Hôtel de Ville, 75196 Paris cedex 04, France","Place de l'Hôtel de Ville, 75004, Paris, France","Place de l'Hôtel de Ville, 75004, Paris, France",48.8568616,2.3511362,75004,France
National Center for Ecological Analysis and Synthesis,85063,2011-12-13,2011-12-01,research,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA",34.4162606,-119.8464093,,USA
National Center for Atmospheric Research,85065,2011-12-13,2011-12-01,research,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"1850 Table Mesa Dr, Boulder, CO 80305, USA","1850 Table Mesa Dr, Boulder, CO 80305, USA","1850 Table Mesa Dr, Boulder, CO 80305, USA",39.97788995,-105.274866442258,,USA
United States Geological Survey,85066,2011-12-13,2011-12-01,research,,https://www.opentopography.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2011,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Oak Ridge, TN 37831, USA","Oak Ridge, TN 37831, USA","Oak Ridge, TN 37831, USA",36.0103562,-84.2696449,,USA
Archives départementales de la Nièvre,60877,2012-01-02,2012-01-01,archives,departemental,https://archives.cg58.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 Rue Charles-Roy, 58000, Nevers, France","1 Rue Charles-Roy, 58000, Nevers, France","1 Rue Charles-Roy, 58000, Nevers, France",46.9945308,3.16280803302886,58000,France
Inoc Aquitania,32149,2012-01-02,2012-01-01,research,regional,https://www.oc-cultura.eu/oc/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Château d'Este, Avenue de la Pléiade, 64140, Billère, France","Château d'Este, Avenue de la Pléiade, 64140, Billère, France","avenue du Château d'Este, 64140, Billère, France",43.3058446,-0.3920926,64140,France
SDSC OpenTopography Facility,85069,2012-02-07,2012-02-01,research,,http://ucmercedlibrary.info,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
University of California Merced,86071,2012-03-02,2012-03-01,university,,http://www.signaling-gateway.org/molecule,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,"EZID ARK, started as ARK",True,Anonyme,Anonyme,contact@email.com,,,,"5200 Lake Rd, Merced, CA 95343, USA","5200 Lake Rd, Merced, CA 95343, USA","5200 Lake Rd, Merced, CA 95343, USA",37.3468521,-120.4326154,,USA
UCSD Signaling Gateway,86072,2012-03-05,2012-03-01,research,,https://www.fhcrc.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
Fred Hutchinson Cancer Research Center,86076,2012-03-05,2012-03-01,research,,https://www.eeb.ucla.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"1100 Fairview Ave. N., P.O. Box 19024, Seattle, WA 98109-1024, USA","1100 Fairview Ave N, Seattle, WA 98109, USA","1100 Fairview Ave N, Seattle, WA 98109, USA",47.6277525,-122.330673018417,,USA
UCLA Department of Ecology and Evolutionary Biology,86079,2012-03-12,2012-03-01,research,,https://crcns.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"10742 Dickson Ct., Los Angeles, CA 90095, USA","10742 Dickson Ct., Los Angeles, CA 90095, USA","Dickson Ct, Los Angeles, CA 90095, USA",34.0090999,-117.8649746,,USA
Collaborative Research Computational Neuroscience Program,86080,2012-03-12,2012-03-01,research,,https://www.upei.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA","Barrow Lane, Berkeley, CA 94704, USA",37.8702807,-122.2586263,,USA
University of Prince Edward Island,10987,2012-04-05,2012-04-01,university,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"550 University Ave, Charlottetown, PE C1A 4P3, Canada","550 University Ave, Charlottetown, PE C1A 4P3, Canada","550 University Ave, Charlottetown, PE C1A 4P3, Canada",46.2594778,-63.1406637702029,,Canada
Université Claude Bernard Lyon 1,47881,2012-04-13,2012-04-01,university,,https://www.univ-lyon1.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,"EZID ARK, started as ARK",True,Anonyme,Anonyme,contact@email.com,,,,"43 Boulevard du 11 Novembre 1918, 69100, Villeurbanne, France","43 Boulevard du 11 Novembre 1918, 69100, Villeurbanne, France","43 Boulevard du 11 Novembre 1918, 69100, Villeurbanne, France",45.78155015,4.8681781771327,69100,France
Archives départementales des Landes,35227,2012-04-24,2012-04-01,archives,departemental,https://www.archives.landes.fr,False,NR,OP,(:unkn) unknown,2012,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"25 place du 6e RPIMA, 40025, Mont-de-Marsan, France","25 place du 6e RPIMA, 40025, Mont-de-Marsan, France","40025, Mont-de-Marsan, France",43.8848868,-0.504548271684033,40025,France
Partnership for Interdisciplinary Studies of Coastal Oceans,86085,2012-05-22,2012-05-01,research,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA",34.4162606,-119.8464093,,USA
Archives départementales de l'Ain,22231,2012-05-26,2012-05-01,archives,departemental,https://www.archives.ain.fr/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1 Bd Paul Valéry, 01000, Bourg-en-Bresse, France","1 Bd Paul Valéry, 01000, Bourg-en-Bresse, France","1 Bd Paul Valéry, 01000, Bourg-en-Bresse, France",46.195261,5.226165,1000,France
University of California Riverside,86086,2012-05-26,2012-05-01,university,,https://www.unamur.be/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"900 University Ave, Riverside, CA 92507, USA","900 University Ave, Riverside, CA 92507, USA","900 University Ave, Riverside, CA 92507, USA",33.9745786,-117.324540646887,,USA
Facultés Universitaires Notre-Dame de la Paix (Namur),83449,2012-06-17,2012-06-01,university,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Rue de Bruxelles 61, 5000 Namur, Belgium","Rue de Bruxelles 61, 5000 Namur, Belgium","Rue de Bruxelles 61, 5000 Namur, Belgium",50.4655172,4.8625279,,Belgium
Bourns College of Engineering,87268,2012-06-27,2012-06-01,university,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"900 University Ave, Riverside, CA 92507, USA","900 University Ave, Riverside, CA 92507, USA","900 University Ave, Riverside, CA 92507, USA",33.9745786,-117.324540646887,,USA
California Coastal Atlas,84246,2012-06-27,2012-06-01,research,,https://www.rmtbc.ca/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Doctor, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
Massage Therapy Association of British Columbia,70453,2012-06-27,2012-06-01,research,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"1200 - West 73rd Avenue, Vancouver, BC V6P 6G5, Canada","1200 - West 73rd Avenue, Vancouver, BC V6P 6G5, Canada","West 73rd Avenue, Vancouver, BC, Canada",49.2055447,-123.1392266,,Canada
ONEShare Data Service,90135,2012-07-02,2012-07-01,IT,,http://n2t.net,False,NR,OP,(:unkn) unknown,2012,,"EZID ARK, started as ARK",True,Anonyme,Anonyme,contact@email.com,,,,"1312 Basehart Drive SE, Albuquerque, NM 87131-0001, USA","1312 Basehart SE, Albuquerque, NM 87106, USA","1312 Basehart SE, Albuquerque, NM 87106, USA",35.0730489,-106.6315883,,USA
Skaggs School of Pharmacy,87270,2012-07-02,2012-07-01,university,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
UCSF Clinical and Translational Science Institute,87272,2012-07-10,2012-07-01,research,,https://wsu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"530 Parnassus Ave, San Francsico, CA 94143, USA","530 Parnassus Ave, San Francsico, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA",37.7632358976912,-122.459004853967,,USA
Archives départementales du Loir-et-Cher,57457,2012-07-11,2012-07-01,archives,departemental,http://www.culture41.fr/Archives-departementales,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"2 rue Louis Bodin, 41000, Blois, France","2 rue Louis Bodin, 41000, Blois, France","2 rue Louis Bodin, 41000, Blois, France",47.5928506,1.3356714,41000,France
Archives départementales de l'Oise,44803,2012-07-11,2012-07-01,archives,departemental,http://www.archives.oise.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"71 rue de Tilloy, 60024, Beauvais, France","71 rue de Tilloy, 60024, Beauvais, France","71 rue de Tilloy, 60024, Beauvais, France",49.4449849,2.1032287,60024,France
Washington State University,87273,2012-07-20,2012-07-01,university,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"142 Glenn Terrell Mall, Pullman, WA 99164, USA","142 Glenn Terrell Mall, Pullman, WA 99164, USA","Pullman, WA 99164, USA",46.7304268,-117.173895,,USA
University of Utah,87278,2012-08-16,2012-08-01,university,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"295 1500 E, Salt Lake City, UT 84112, USA","295 1500 E, Salt Lake City, UT 84112, USA","295 1500 E, Salt Lake City, UT 84112, USA",40.762103751911,-111.84730520554,,USA
Ocean Observatory Initiative,87279,2012-08-16,2012-08-01,research,,https://occ-data.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,False,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
Open Commons Consortium,31807,2012-08-22,2012-08-01,IT,,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,True,Anonyme,Anonyme,contact@email.com,,,,"400 Lathrop Avenue, Suite 90, River Forest, IL 60305, USA","400 Lathrop Avenue, Suite 90, River Forest, IL 60305, USA","400 Lathrop Avenue, River Forest, IL 60305, USA",41.887141,-87.814834,,USA
