who,what,when,when_yyyy_mm,Field,Area,where,how_nfp,how_nr,how_op,how_cc,how_year,how_policy,why,EZID,contact (surname),contact (firstname),contact (current only),Provider (surname),Provider (firstname),Provider (mail),address (postal),address (location),address (map),latitude,longitude,postcode,country
UC Davis Archives and Institutional Assets,87293,2019-03-18,2019-03-01,archives,,http://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Davis, California, USA","One Shields Avenue, Davis, CA 95616, USA","Davis, CA 95616, USA",38.5434297,-121.7377558,,USA
Tchê Química,80357,2019-04-06,2019-04-01,research,,http://www.journal.tchequimica.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Rua Anita Garibaldi, 359/603 Mont' Serrat - Porto Alegre/RS CEP: 90450-001, RS - Brasil","Rua Anita Garibaldi, 359/603 Mont' Serrat - Porto Alegre/RS CEP: 90450-001, RS - Brasil","Rua Anita Garibaldi, Porto Alegre, Brasil",-30.0267321,-51.1884178,,Brazil
Industry Documents Library,88122,2019-04-15,2019-04-01,library,,https://www.industrydocuments.ucsf.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA",37.7632358976912,-122.459004853967,,USA
Revista Elektron,76268,2019-04-25,2019-04-01,research,,http://elektron.fi.uba.ar/index.php/elektron,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Paseo Colón 850, 1er piso, C1063ACV, Buenos Aires, Argentina","850, 1er piso, C1063ACV, Buenos Aires, Argentina","Av. Paseo Colón 850, Buenos Aires, Argentina",-34.61766175,-58.3679382600873,,Argentina
MediaLibraryOnLine,63272,2019-04-30,2019-04-01,library,,https://medialibrary.it,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"via Cignani, 66, 40128 Bologna, Italy","Via Carlo Cignani, 66 40128 Bologna BO, Italy","Via Carlo Cignani, 66 40128 Bologna BO, Italy",44.5142635,11.3497424,,Italy
Journal of Geophysics,88439,2019-05-10,2019-05-01,research,,https://geophysicsjournal.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3501 Jack Northrop Ave, Hawthorne, CA 90250, USA","3501 Jack Northrop Ave, Hawthorne, CA 90250, USA","3501 Jack Northrop Ave, Hawthorne, CA 90250, USA",33.91976088,-118.33617184,,USA
UCSF Archives & Special Collections,81983,2019-05-16,2019-05-01,archives,,https://www.library.ucsf.edu/archives,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA",37.7632358976912,-122.459004853967,,USA
Sonoma County Library,37622,2019-05-22,2019-05-01,library,,https://sonomalibrary.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"6135 State Farm Drive, Rohnert Park, CA 94928, USA","6135 State Farm Drive, Rohnert Park, CA 94928, USA","6135 State Farm Drive, Rohnert Park, CA 94928, USA",38.3522487561921,-122.706293892816,,USA
National Registry of Exonerations,88112,2019-06-27,2019-06-01,association,,https://www.law.umich.edu/special/exoneration,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"3385 Social Ecology 2, University of California Irvine, Irvine, CA 92697-7080, USA","Social Ecology II Irvine, CA 92617, USA","Irvine, CA 92617, USA",33.6856969,-117.8259819,,USA
Journal of Rawalpindi Medical College,72848,2019-07-01,2019-07-01,research,,https://journalrmc.com/index.php/JRMC,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Rawalpindi Medical University, Tipu Road, Rawalpindi, Pakistan","Tipu Rd, Chamanzar Colony, Rawalpindi, Punjab 46000, Pakistan","Tipu Road, Rawalpindi, Punjab 46000, Pakistan",33.6028277,73.0688862,,Pakistan
UCI Library Digital Assets,81235,2019-07-01,2019-07-01,library,,https://www.lib.uci.edu/digital-collections,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"University Library, UC Irvine, Irvine, CA 92623, USA","University Library, UC Irvine, Irvine, CA 92623, USA","Irvine, CA 92623, USA",33.8089479,-116.6589389,,USA
EXARC,88735,2019-07-03,2019-07-01,museum,,https://exarc.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Aloelaan 40A, 2316 XT Leiden, the Netherlands","Aloelaan 40A, 2316 XT Leiden, the Netherlands","Aloelaan 40A, Leiden, the Netherlands",52.1666686,4.488804,,Netherlands
University of Virginia,59853,2019-07-10,2019-07-01,university,,http://uvaark.io,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1826 University Ave, Charlottesville, VA 22904, USA","1826 University Ave, Charlottesville, VA 22903, USA","1826 University Ave, Charlottesville, VA 22903, USA",38.0364331836735,-78.5027902244898,,USA
Centro Interamericano de Investigaciones Psicológicas y Ciencias Afines,81974,2019-07-15,2019-07-01,research,,http://www.ciipme-conicet.gov.ar/ojs/index.php?journal=interdisciplinaria,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"J. D. Perón 2158, Buenos Aires, Argentina","Pres. Tte. Gral. Juan Domingo Perón 2158 C1040 AAH, Buenos Aires, Argentina","Buenos Aires, Argentina",-34.6075682,-58.4370894,,Argentina
Calamus - SAEMED,34203,2019-08-08,2019-08-01,archives,,http://calamus.saemed.org/index.php/calamus,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Avenida Varela 229, 1406 CABA, Argentina","Av. Varela 229 C1406 EKE, Buenos Aires, Argentina","Av. Varela 229, Buenos Aires, Argentina",-34.6354569,-58.462995,,Argentina
17beta,21206,2019-08-12,2019-08-01,,,https://17beta.top,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,https://17beta.top/en/identifiers,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Avenida Principal #5120B, Mexico City, Mexico","Avenida Principal #5120B, Mexico City, Mexico","Avenida Principal, Mexico City, Mexico",19.4599792,-99.2717547,,Mexico
Canadian Research Knowledge Network,69429,2019-08-17,2019-08-01,research,,https://www.canadiana.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"411 - 11 Holland Avenue, Ottawa, ON K1Y 4S1 Canada","11 Holland Ave #411 Ottawa, ON K1Y 4S1, Canada","11 Holland Ave, Ottawa, ON, Canada",45.4030898,-75.7335383,,Canada
Hyper Hyper Space,43779,2019-08-21,2019-08-01,IT,,https://hyperhyperspace.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"El Pomelito, Suipacha, Buenos Aires, Argentina","Suipacha, Buenos Aires, Argentina","Suipacha, Buenos Aires, Argentina",-34.7685168,-59.6871377,,Argentina
Archives de la Ville de Genève,30782,2019-09-16,2019-09-01,archives,,https://www.geneve.ch/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Rue de la Croix-Rouge 4, 1204 Genève, Suisse","Rue de la Croix-Rouge 4, 1204 Genève, Suisse","Rue de la Croix-Rouge 4, 1204 Genève, Suisse",46.199278,6.1473672,,Switzerland
Bibliothèque de Genève,17786,2019-09-16,2019-09-01,library,,http://institutions.ville-geneve.ch/fr/bge,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Prom. des Bastions 1, 1205 Genève, Suisse","Prom. des Bastions 1, 1205 Genève, Suisse","Prom. des Bastions 1, 1205 Genève, Suisse",46.1988543,6.14524692133534,,Switzerland
Institut et Musée Voltaire,79005,2019-09-16,2019-09-01,museum,,http://institutions.ville-geneve.ch/fr/bge/services/salles-detude/musee-voltaire/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Rue des Délices 25, 1203 Genève, Suisse","Rue des Délices 25, 1203 Genève, Suisse","Rue des Délices 25, 1203 Genève, Suisse",46.2076895,6.1332947,,Switzerland
Musée d'histoire des Sciences,66350,2019-09-16,2019-09-01,museum,,http://institutions.ville-geneve.ch/fr/mhn/votre-visite/site-du-musee-dhistoire-des-sciences,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1, route de Malagnou 1208 Genève, Suisse","1, route de Malagnou 1208 Genève, Suisse","1, route de Malagnou 1208 Genève, Suisse",46.1987181,6.1578798,,Switzerland
Cold Spring Harbor Laboratory,27362,2019-10-01,2019-10-01,research,,https://www.cshl.edu/cshl-library/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"One Bungtown Road, Cold Spring Harbor, NY 11724, USA","One Bungtown Road, Cold Spring Harbor, NY 11724, USA","Cold Spring Harbor, NY 11724, USA",40.8602595,-73.4476633973718,,USA
Biblioteca Digital de la Universidad Nacional de Cuyo,75926,2019-10-04,2019-10-01,library,,https://bdigital.uncu.edu.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av. San Martín 1843, M5500 Mendoza, Argentina","Av. San Martín 1843, M5500 Mendoza, Argentina","Av. San Martín 1843, M5500 Mendoza, Argentina",-32.96864755,-68.8769451,,Argentina
Arqueologia Iberoamericana,49934,2019-10-07,2019-10-01,research,,http://www.laiesken.net/arqueologia,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Dr. Fleming 6, 50750 Pina de Ebro, Zaragoza, Spain","Calle Dr. Fleming, 6 50750 Pina de Ebro, Zaragoza, Spain","Calle Dr. Fleming, 6 50750 Pina de Ebro, Zaragoza, Spain",41.4917051,-0.5261254,,Spain
EarthCube,23942,2019-10-16,2019-10-01,research,,https://earthcube.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"10100 Hopkins Dr, La Jolla, CA 92093, USA","10100 Hopkins Dr San Diego, CA 92121, USA","10100 Hopkins Dr San Diego, CA 92121, USA",32.8881839,-117.2388153,,USA
Shaukat Khanum Memorial Cancer Hospital and Research Centre,20523,2019-11-12,2019-11-01,research,,https://journals.sfu.ca/jcas/index.php/jcas/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Block R3, Johar Town, Lahore, Punjab, Pakistan","Johar Town, Lahore, Punjab, Pakistan","Johar Town, Lahore, Punjab, Pakistan",31.4631615,74.2939169,,Pakistan
St Giles' Cathedral,69086,2019-11-15,2019-11-01,archives,,https://stgilescathedral.org.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"High St, Edinburgh EH1 1RE, United Kingdom","High St, Edinburgh EH1 1RE, United Kingdom","High St, Edinburgh EH1 1RE, United Kingdom",55.9497314,-3.190985,,United Kingdom
University of Notre Dame Hesburgh Libraries,56090,2019-11-15,2019-11-01,university,,https://library.nd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"500 St Joseph Dr, Notre Dame, IN 46556, USA","500 St Joseph Dr, Notre Dame, IN 46556, USA","St Joseph Drive, Notre Dame, IN 46556, USA",41.7027584,-86.235623,,USA
TECHNES,17444,2019-11-22,2019-11-01,research,,https://technes.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3150 Jean-Brillant St, Montreal (QC) H3T 1N8, Canada","3150 Jean-Brillant St, Montreal (QC) H3T 1N8, Canada","3150 rue Jean-Brillant, Montreal, QC, Canada",45.49837535,-73.619220275,,Canada
Environmental System Science Data Infrastructure for a Virtual Ecosystem,78662,2019-11-22,2019-11-01,IT,,https://ess-dive.lbl.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,contact@email.com,"2 Cyclotron Road, Berkeley, CA 94720, USA","2 Cyclotron Road, Berkeley, CA 94720, USA","2 Cyclotron Road, Berkeley, CA 94720, USA",37.8749654,-122.2535322,,USA
Biblioteca Estense Universitaria di Modena,65666,2019-11-29,2019-11-01,library,,https://www.gallerie-estensi.beniculturali.it/biblioteca-estense-universitaria/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Largo Porta Sant'Agostino, 337, 41121 Modena MO, Italy","Largo Porta Sant'Agostino, 337, 41121 Modena MO, Italy","Largo Porta Sant'Agostino, 337, 41121 Modena MO, Italy",44.6482469,10.9210346,,Italy
Library of the University of Amsterdam,88238,2019-12-13,2019-12-01,library,,https://pid.uba.uva.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Singel 425, 1012 WP Amsterdam, The Netherlands","Singel 425, 1012 WP Amsterdam, The Netherlands","1012 Amsterdam, Netherlands",52.374063925,4.89384205,,Netherlands
Universidad Católica de Salta,49251,2019-12-16,2019-12-01,university,,https://ucasal.edu.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av Luis Agote 1, A4400 Salta, Argentina","Av Luis Agote 1, A4400 Salta, Argentina","Luis Agote, Salta, Argentina",-32.93408,-60.6665068,,Argentina
Repositorio Institucional UNNOBA,23601,2019-12-31,2019-12-01,IT,,https://repositorio.unnoba.edu.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Sarmiento 1169, Junín, Buenos Aires, Argentina","Sarmiento 1169, Junín, Buenos Aires, Argentina","Sarmiento 1169, Junín, Buenos Aires, Argentina",-34.57366125,-60.95295775,,Argentina
Editorial Universitaria Villa María,10604,2020-01-03,2020-01-01,university,,https://www.eduvim.com.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Chile 255, X5900JKE Villa María, Córdoba, Argentina","Chile 255, X5900JKE Villa María, Córdoba, Argentina","Chile 255, Córdoba, Argentina",-31.4306754918367,-64.186426044898,,Argentina
IndraStra Global,84818,2020-01-05,2020-01-01,publication,,https://igi.indrastra.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"162 W, 72nd Street, NY 10023, USA","162 W, 72nd Street, NY 10023, USA","72nd Street, NY 10023, USA",40.7778599,-73.9820984,,USA
Sociedad Argentina de Estudios Lingüísticos,71822,2020-01-28,2020-01-01,research,,http://www.sael.com.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"25 de Mayo 217, Ciudad de Buenos Aires, Argentina","25 de Mayo 217 C1002 ABE, Buenos Aires, Argentina","25 de Mayo, Buenos Aires, Argentina",-37.28940505,-59.109341950279,,Argentina
Servicio Meteorológico Nacional Argentina,81398,2020-02-14,2020-02-01,research,,http://repositorio.smn.gob.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Acevedo,Melisa,melisacevedo@gmail.com,"Av. Dorrego 4019, C1425 CABA, Argentina","Av. Dorrego 4019, C1425 CABA, Argentina","Av. Dorrego 4019, C1425 CABA, Argentina",-34.56363765,-58.4169764872466,,Argentina
Argentinian journal of respiratory and physical therapy,68403,2020-02-18,2020-02-01,research,,https://www.ajrpt.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4708 Sanabria, CABA, C1409BOB, Argentina","Sanabria 4708 C1419 BOB, Buenos Aires, Argentina","Sanabria 4708, Buenos Aires, Argentina",-34.5968311183673,-58.5199754918367,,Argentina
Virginia Commonwealth University Libraries,42753,2020-03-04,2020-03-01,library,,https://library.vcu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"901 Park Ave, Richmond, VA 23284, USA","901 Park Ave, Richmond, VA 23284, USA","901 Park Ave, Richmond, VA 23284, USA",37.54787075,-77.4535366050756,,USA
Revista Argentina de Terapia Intensiva,29756,2020-03-05,2020-03-01,research,,http://revista.sati.org.ar/index.php/MI,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,revistarati@gmail.com,"Av. Coronel Niceto Vega 4615, Buenos Aires, Argentina","Av. Cnel. Niceto Vega 4615 C1414BEA CABA, Argentina","Buenos Aires, Argentina",-34.6075682,-58.4370894,,Argentina
US Naval War College,38649,2020-03-05,2020-03-01,university,,https://usnwcarchives.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"686 Cushing Rd, Newport, RI","686 Cushing Rd Newport, RI 02841, USA","686 Cushing Rd Newport, RI 02841, USA",41.512727,-71.32917,,USA
Research in Orthopedic Computer Science,77979,2020-03-12,2020-03-01,research,,https://rocs.balgrist.ch,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Forchstrasse 340, 8008 Zurich, Switzerland","Forchstrasse 340, 8008 Zurich, Switzerland","Forchstrasse 340, 8008 Zurich, Switzerland",47.3534767,8.57511099438197,,Switzerland
Stadtarchiv Gmünd in Kärnten,65325,2020-03-20,2020-03-01,archives,,https://www.stadtgmuend.at/de/stadt-gmund/stadtarchiv.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Kirchgasse 51, 9853 Gmünd in Kärnten, Austria","Kirchgasse 51, 9853 Gmünd in Kärnten, Austria","Kirchgasse 51, 9853 Gmünd in Kärnten, Austria",46.9078774,13.5358121839189,,Austria
"Hekman Library, Calvin University",52330,2020-03-20,2020-03-01,library,,https://library.calvin.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1855 Knollcrest Cir SE, Grand Rapids, MI 49546 USA","1855 Knollcrest Circle Southeast Grand Rapids, MI 49546, USA","MI 49546, USA",40.24457575,-85.3962328673628,,USA
North Carolina Gazetteer,39333,2020-03-23,2020-03-01,research,,https://ncgazetteer.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"216 Lenoir Dr, Chapel Hill, NC 27599, USA","216 Lenoir Dr, Chapel Hill, NC 27599, USA","216 Lenoir Dr, Chapel Hill, NC 27599, USA",35.9112917,-79.0492467,,USA
Lichtspiel / Kinemathek Bern,26336,2020-03-26,2020-03-01,library,,https://lichtspiel.ch,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Sandrainstrasse 3, 3007 Bern, Switzerland","Sandrainstrasse 3, 3007 Bern, Switzerland","Sandrainstrasse 3, 3007 Bern, Switzerland",46.9404341,7.4422833,,Switzerland
UCSD Library Digital Media Lab,13340,2020-04-01,2020-04-01,library,,https://library.ucsd.edu/computing-and-technology/digital-media-lab,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr #175R Atkinson Hall, La Jolla, CA 92093, USA","9500 Gilman Dr #175R Atkinson Hall, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA",32.8777424,-117.2394425,,USA
Open Science LLC,61906,2020-04-20,2020-04-01,IT,,https://www.openscience.uz/index.php/sciedu,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"35/37 A. Navoiy Road, Kokand, Uzbekistan","35/37 A. Navoiy Road, Kokand, Uzbekistan","Navoiy Road, Kokand, Uzbekistan",40.5381666,70.9705907,,Uzbekistan
Journal of basic and applied research in biomedicine,48909,2020-04-20,2020-04-01,publication,,https://www.jbarbiomed.com/index.php/home,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Rue de la corniche, Moroni, Comoros","Rue de la corniche, Moroni, Comoros","Rue de la corniche, Moroni, Comoros",-11.6945742,43.251351,,Comoros
Seismic Interpretation Institute,35912,2020-04-24,2020-04-01,research,,https://www.seismicinterpretation.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"25531 Buffalo Springs Court, Spring, TX 77373, USA","25531 Buffalo Springs Court, Spring, TX 77373, USA","25531 Buffalo Springs Court, Spring, TX 77373, USA",30.0649588683222,-95.4181187829096,,USA
West Virginia University,22916,2020-04-26,2020-04-01,university,,https://library.wvu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1549 University Ave Morgantown, WV 26506, USA","1549 University Ave Morgantown, WV 26506, USA","1549 University Ave Morgantown, WV 26506, USA",39.6331583,-79.954368683664,,USA
UNIÓN - Revista Iberoamericana de Educación Matemática,84477,2020-04-28,2020-04-01,education,,http://www.fisem.org/www/index.php,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Hermanos Carvajal, 5 23740 Andújar, Spain","Calle Hermanos Carvajal, 5 23740 Andújar, Jaén, Spain","Calle Hermanos Carvajal, 5 23740 Andújar, Jaén, Spain",38.0409886,-4.0558879,,Spain
"Coherent Digital, LLC",45488,2020-05-06,2020-05-01,IT,,https://cid.coherentdigital.net,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"623 S. Fairfax St, Alexandria, VA 22314, USA","623 S. Fairfax St, Alexandria, VA 22314, USA","623 S. Fairfax St, Alexandria, VA 22314, USA",38.79815475,-77.0441710406032,,USA
Puzzilla,32492,2020-05-13,2020-05-01,research,,http://puzzilla.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"440 Windsor Way, Kaysville, UT 84037, USA","440 Windsor Way, Kaysville, UT 84037, USA","Kaysville, UT 84037, USA",41.0349847,-111.9383931,,USA
The VillageMath Network,19497,2020-05-17,2020-05-01,research,,https://ngsme.villagemath.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"61C Adoka St, Otukpo, Benue State, Nigeria","Adoka St Otukpo, Nigeria","Otukpo, Nigeria",6.815,8.6531,,Nigeria
Haute école de gestion de Genève,68061,2020-05-20,2020-05-01,university,,https://www.hesge.ch/heg,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Campus de Battelle, Rue de la Tambourine 17, CH-1227 Carouge, Switzerland","Campus de Battelle, Rue de la Tambourine 17, CH-1227 Carouge, Switzerland","Rue de la Tambourine 17, CH-1227 Carouge, Switzerland",46.1759703,6.1392327,,Switzerland
Archive (Athens),64640,2020-06-09,2020-06-01,archives,,https://archive.gr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Morava str 8, 121 36 Peristeri, Athens","121 36 Peristeri, Athens, Greece","121 36 Peristeri, Athens, Greece",38.0128951,23.6957764,,Greece
University of Toronto Scarborough Library,61220,2020-06-23,2020-06-01,library,,https://ark.digital.utsc.utoronto.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1265 Military Trail, Toronto, ON M1C 1A4, Canada","Joan Foley Hall 1265 Military Trail, Scarborough, ON M1C 1A4, Canada","1265 Military Trail, Scarborough, ON, Canada",43.7833635,-79.1870813,,Canada
"Library of the University of Amsterdam, Allard Pierson",48225,2020-06-24,2020-06-01,library,,https://pid.uba.uva.nl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Oude Turfmarkt 129, 1012 GC Amsterdam, The Netherlands","Oude Turfmarkt 129, 1012 GC Amsterdam, The Netherlands","1012 Amsterdam, The Netherlands",52.374063925,4.89384205,,Netherlands
Unidad Académica Escuela Nacional de Ingeniería Pesquera,83792,2020-06-30,2020-06-01,university,,http://www.uan.edu.mx/es/unidad-academica-escuela-nacional-de-ingenieria-pesquera,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Carretera a San Blas Kilómetro 12, Bahia de Matanchen, 63740 San Blas, Nayarit, México","Carretera a San Blas Kilómetro 12, Bahia de Matanchen, 63740 San Blas, Nayarit, México","63740 San Blas, Nayarit, México",21.5195482822395,-105.258499602496,,México
Publicaciones Instituto Nacional de Investigaciones Agrícolas,70796,2020-06-30,2020-06-01,publication,,http://libros.inia.es/libros/index.php?cPath=19,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Avenida Universidad via el Limón, Maracay 2105, Aragua, Venezuela","Avenida Universidad El Limón, Aragua, Venezuela","Avenida Universidad El Limón, Aragua, Venezuela",10.3111557,-67.6417484,,Venezuela
