Who,What,When,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location)
SDSC OpenTopography Facility,85069,2012-02-07,https://www.opentopography.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
University of California Merced,86071,2012-03-02,http://ucmercedlibrary.info,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,"EZID ARK, started as ARK",Anonyme,Anonyme,contact@email.com,,,,"5200 Lake Rd, Merced, CA 95343, USA","5200 Lake Rd, Merced, CA 95343, USA"
UCSD Signaling Gateway,86072,2012-03-05,http://www.signaling-gateway.org/molecule,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Fred Hutchinson Cancer Research Center,86076,2012-03-05,https://www.fhcrc.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1100 Fairview Ave. N., P.O. Box 19024, Seattle, WA 98109-1024, USA","1100 Fairview Ave N, Seattle, WA 98109, USA"
UCLA Department of Ecology and Evolutionary Biology,86079,2012-03-12,https://www.eeb.ucla.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"10742 Dickson Ct., Los Angeles, CA 90095, USA","10742 Dickson Ct., Los Angeles, CA 90095, USA"
Collaborative Research Computational Neuroscience Program,86080,2012-03-12,https://crcns.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
University of Prince Edward Island,10987,2012-04-05,https://www.upei.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"550 University Ave, Charlottetown, PE C1A 4P3, Canada","550 University Ave, Charlottetown, PE C1A 4P3, Canada"
Université Claude Bernard Lyon 1,47881,2012-04-13,https://www.univ-lyon1.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,"EZID ARK, started as ARK",Anonyme,Anonyme,contact@email.com,,,,"43 Boulevard du 11 Novembre 1918, 69100, Villeurbanne, France","43 Boulevard du 11 Novembre 1918, 69100, Villeurbanne, France"
Archives départementales des Landes,35227,2012-04-24,https://www.archives.landes.fr,False,NR,OP,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"25 place du 6e RPIMA, 40025, Mont-de-Marsan, France","25 place du 6e RPIMA, 40025, Mont-de-Marsan, France"
Partnership for Interdisciplinary Studies of Coastal Oceans,86085,2012-05-22,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA"
Archives départementales de l'Ain,22231,2012-05-26,https://www.archives.ain.fr/fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1 Bd Paul Valéry, 01000, Bourg-en-Bresse, France","1 Bd Paul Valéry, 01000, Bourg-en-Bresse, France"
University of California Riverside,86086,2012-05-26,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"900 University Ave, Riverside, CA 92507, USA","900 University Ave, Riverside, CA 92507, USA"
Facultés Universitaires Notre-Dame de la Paix (Namur),83449,2012-06-17,https://www.unamur.be/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rue de Bruxelles 61, 5000 Namur, Belgium","Rue de Bruxelles 61, 5000 Namur, Belgium"
Bourns College of Engineering,87268,2012-06-27,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"900 University Ave, Riverside, CA 92507, USA","900 University Ave, Riverside, CA 92507, USA"
California Coastal Atlas,84246,2012-06-27,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Massage Therapy Association of British Columbia,70453,2012-06-27,https://www.rmtbc.ca/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1200 - West 73rd Avenue, Vancouver, BC V6P 6G5, Canada","1200 - West 73rd Avenue, Vancouver, BC V6P 6G5, Canada"
ONEShare Data Service,90135,2012-07-02,http://n2t.net,False,NR,OP,(:unkn) unknown,2012,,"EZID ARK, started as ARK",Anonyme,Anonyme,contact@email.com,,,,"1312 Basehart Drive SE, Albuquerque, NM 87131-0001, USA","1312 Basehart SE, Albuquerque, NM 87106, USA"
Skaggs School of Pharmacy,87270,2012-07-02,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
UCSF Clinical and Translational Science Institute,87272,2012-07-10,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"530 Parnassus Ave, San Francsico, CA 94143, USA","530 Parnassus Ave, San Francsico, CA 94143, USA"
Archives départementales du Loir-et-Cher,57457,2012-07-11,http://www.culture41.fr/Archives-departementales,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"2 rue Louis Bodin, 41000, Blois, France","2 rue Louis Bodin, 41000, Blois, France"
Archives départementales de l'Oise,44803,2012-07-11,http://www.archives.oise.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"71 rue de Tilloy, 60024, Beauvais, France","71 rue de Tilloy, 60024, Beauvais, France"
Washington State University,87273,2012-07-20,https://wsu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"142 Glenn Terrell Mall, Pullman, WA 99164, USA","142 Glenn Terrell Mall, Pullman, WA 99164, USA"
University of Utah,87278,2012-08-16,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"295 1500 E, Salt Lake City, UT 84112, USA","295 1500 E, Salt Lake City, UT 84112, USA"
Ocean Observatory Initiative,87279,2012-08-16,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Open Commons Consortium,31807,2012-08-22,https://occ-data.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"400 Lathrop Avenue, Suite 90, River Forest, IL 60305, USA","400 Lathrop Avenue, Suite 90, River Forest, IL 60305, USA"
University of California Irvine,87280,2012-09-10,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"232 Ayala Science Library, PO BOX 19557, Irvine, CA 92623, USA","Irvine, Californie 92697, USA"
Johns Hopkins University,87281,2012-09-13,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"3400 N. Charles St., Baltimore, MD 21218, USA","Baltimore, MD 21218, USA"
Archives municipales de Lyon,18811,2012-09-17,https://www.archives-lyon.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"17 Rue du Dr Bouchut, 69003, Lyon, France","17 Rue du Dr Bouchut, 69003, Lyon, France"
Archives départementales de la Haute-Savoie,67033,2012-09-29,https://archives.hautesavoie.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"37 Bis Avenue de la Plaine, 74000, Annecy, France","37 Bis Avenue de la Plaine, 74000, Annecy, France"
Center for Multiscale Modeling of Atmospheric Processes,87285,2012-11-10,http://n2t.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
University of Alberta,54379,2012-11-15,https://www.ualberta.ca/index.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Edmonton AB, T6G 2J8, Canada","Edmonton AB, T6G 2J8, Canada"
Archives départementales du Cher,41383,2012-11-28,https://www.archives18.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rue Jean Marie Heurtault de Lamerville, 18000, Bourges, France","Rue Jean Marie Heurtault de Lamerville, 18000, Bourges, France"
Biocode Commons UC Berkeley,87286,2012-12-06,https://evolution.berkeley.edu/evolibrary/home.php,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Archives départementales de la Vienne,28387,2012-12-11,https://archives-deux-sevres-vienne.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"30 Rue des Champs Balais, 86000, Poitiers, France","30 Rue des Champs Balais, 86000, Poitiers, France"
Archives municipales de Saint-Denis,15391,2012-12-13,http://archives.ville-saint-denis.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"2 Place du Caquet, 93200, Saint-Denis, France","2 Place du Caquet, 93200, Saint-Denis, France"
Maison de l'Orient et la Méditerranée,76609,2012-12-19,https://www.mom.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2012,,ARK,Anonyme,Anonyme,contact@email.com,,,,"86 Rue Pasteur, 69007, Lyon, France","86 Rue Pasteur, 69007, Lyon, France"
University of Tennessee,87290,2013-01-18,https://lib.utk.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1015 Volunteer Blvd, Knoxville, TN 37996, USA","1015 Volunteer Blvd, Knoxville, TN 37996, USA"
Institut de recherche et d'histoire des textes,63955,2013-01-29,https://www.irht.cnrs.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 rue Michel-Ange - F-75794 Paris cedex 16, France","3 rue Michel-Ange, 75016, Paris , France"
Digital Commonwealth,50959,2013-02-05,https://digitalcommonwealth.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"321 Walnut Street, Newton, MA 02460, USA","321 Walnut Street, Newton, MA 02460, USA"
Archives départementales de la Mayenne,37963,2013-02-15,https://archives.lamayenne.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"6 place des Archives, 53000, Laval, France","6 place des Archives, 53000, Laval, France"
Archives départementales de la Lozère,24967,2013-02-20,https://archives.lozere.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"12 avenue du Père Coudrin, 48000, Mende, France","12 avenue du Père Coudrin, 48000, Mende, France"
Archives départementales de l'Aveyron,11971,2013-02-26,http://archives.aveyron.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"25 avenue Victor Hugo, 12000, Rodez, France","25 avenue Victor Hugo, 12000, Rodez, France"
Archives départementales du Var,73531,2013-02-28,https://www.archives.var.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"390 avenue des Lices, CS 41303, 83076 Toulon Cedex","660 boulevard J.-F. Kennedy, 83300, Draguignan, France"
Center for Research in Biological Systems,87295,2013-03-04,https://www.crbs.ucsd.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Archives départementales de Saône-et-Loire,60535,2013-03-07,http://www.archives71.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Place des Carmélites CS 70126 - 71026 Mâcon Cedex 9, France","Place des Carmélites, 71000, Mâcon, France"
UC Berkeley Department of Linguistics,87297,2013-03-07,https://lx.berkeley.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Archives départementales de la Haute-Loire,47539,2013-03-08,http://www.archives43.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 Avenue de Meschede, 43000, Le Puy-en-Velay, France","4 Avenue de Meschede, 43000, Le Puy-en-Velay, France"
Boston Public Library,34543,2013-03-14,https://www.bpl.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"700 Boylston St, Boston, MA 02116, USA","700 Boylston St, Boston, MA 02116, USA"
Biocode Commons,21547,2013-03-23,https://evolution.berkeley.edu/evolibrary/home.php,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,"EZID ARK, started as ARK",Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
"UCSD School of Medicine, Department of Neurosciences, Mobley Lab",87300,2013-04-01,http://onelaboratory.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
University of Michigan Libaries,87302,2013-04-01,https://www.lib.umich.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"801 Monroe St, Ann Arbor, MI 48104, USA","801 Monroe St, Ann Arbor, MI 48104, USA"
Hawaii State Archives,70111,2013-04-10,https://digitalarchives.hawaii.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"364 S. King Street, Honolulu, Hawai'i 96813, USA","364 S. King Street, Honolulu, Hawai'i 96813, USA"
Archives départementales de la Manche,57115,2013-04-14,https://www.archives-manche.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Conseil departemental de la Manche 50050 Saint-Lô cedex, France","103 Rue Maréchal Juin, 50000, Saint-Lô, France"
Service des archives régionales de Wallonie,44119,2013-05-27,http://archives.wallonie.be/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Place Joséphine-Charlotte 2, 5100 Namur, Belgium","Place Joséphine-Charlotte 2, 5100 Namur, Belgium"
Penn State Institutes of Energy & Environment/PSU Data Commons,88113,2013-06-18,https://escience.washington.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"201 Old Main, University Park, Pennsylvania 16802, USA","Pollock Rd, University Park, PA 16802, USA"
Fondation Maison des Sciences de l'Homme,31123,2013-06-27,https://www.fmsh.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"190 avenue de France, 75013, Paris, France","190 avenue de France, 75013, Paris, France"
Archives départementales du Val-d'Oise,18127,2013-07-16,https://archives.valdoise.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"3 Avenue de la Palette, 95000, Cergy-Pontoise, France","3 Avenue de la Palette, 95000, Cergy-Pontoise, France"
San Francisco Symphony,79687,2013-07-28,https://www.sfsymphony.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"201 Van Ness Avenue, San Francisco, CA 94102, USA","201 Van Ness Avenue, San Francisco, CA 94102, USA"
Musée des Augustins,66691,2013-08-02,https://www.augustins.org/fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"21 rue de Metz, 31000, Toulouse, France","21 rue de Metz, 31000, Toulouse, France"
American Numismatic Society,53695,2013-08-22,http://numismatics.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"75 Varick Street, New York, NY 10013, USA","75 Varick Street, New York, NY 10013, USA"
"Ministère de la Défense, Mémoire des hommes",40699,2013-08-31,http://www.memoiredeshommes.sga.defense.gouv.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"60, boulevard du Général Martial Valin, 75509, Paris, France","60, boulevard du Général Martial Valin, 75015, Paris, France"
Advanced Graphics Lab,87919,2013-08-31,https://web.ece.ucsb.edu/~psen/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA"
Cyberinfrastructure for Atomistic Materials Science,87920,2013-09-09,https://cams.mse.ufl.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Rhines Hall, Gainesville, FL 32611-6400, USA","Rhines Hall, Gainesville, FL 32603, USA"
US Environmental Protection Agency,27703,2013-09-13,https://epa.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1200 Pennsylvania Avenue, N.W., Washington, DC 20460, USA","1200 Pennsylvania Avenue, N.W., Washington, DC 20004, USA"
Archives départementales du Morbihan,15049,2013-09-19,https://archives.morbihan.fr/accueil,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"CS 52405 56010 Vannes cedex, France","80 Rue des Venetes, 56010, Vannes, France"
"Institute of Transportation Studies, UC Berkeley",87922,2013-09-30,https://its.berkeley.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Lafayette College Libraries,76267,2013-10-09,https://www.lafayette.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"710 Sullivan Road, Lafayette College, Easton, PA 18042-1797, USA","730 High St, Easton, PA 18042, USA"
Archives départementales de l'Aisne,63271,2013-10-14,https://archives.aisne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Parc Foch, Avenue du Maréchal Foch, 02000, Laon, France","Parc Foch, Avenue du Maréchal Foch, 02000, Laon, France"
Duke University,87924,2013-10-14,https://library.duke.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"411 Chapel Drive, Durham, NC 27708, USA","411 Chapel Drive, Durham, NC 27708, USA"
