Who,What,When,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location)
sacado.xyz,46173,2021-03-08,https://sacado.xyz,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"La capte, 2B avenue de la pinède, 83400, Hyères, France","La capte, 2B avenue de la pinède, 83400, Hyères, France"
Musée de Préhistoire d'Île-de-France,33519,2021-03-09,https://www.musee-prehistoire-idf.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"48 avenue Etienne Dailly, 77140, Nemours, France","48 avenue Etienne Dailly, 77140, Nemours, France"
Musée de la Seine-et-Marne,20524,2021-03-09,https://www.musee-seine-et-marne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"17 avenue de la Ferté-sous-Jouarre, 77750, Saint-Cyr-sur-Morin, France","17 avenue de la Ferté-sous-Jouarre, 77750, Saint-Cyr-sur-Morin, France"
Musée departemental des Peintres de Barbizon,81740,2021-03-09,https://www.musee-peintres-barbizon.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"92 grande rue, 77630, Barbizon, France","92 grande rue, 77630, Barbizon, France"
Musée-jardin Bourdelle,68744,2021-03-09,https://www.musee-jardin-bourdelle.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 rue Dufet-Bourdelle, 77620, Egreville, France","1 rue Dufet-Bourdelle, 77620, Egreville, France"
Institut national de la propriété industrielle,55749,2021-03-10,https://patrimoine.inpi.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Pôle Archives 15, rue des Minimes CS 50001, 92677 Courbevoie Cedex, France","15 Rue des Minimes, 92400, Courbevoie, France"
Musée Stéphane Mallarmé,43095,2021-03-11,https://www.musee-mallarme.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 promenade Stéphane Mallarmé, 77870, Vulaines-sur-Seine, France","4 promenade Stéphane Mallarmé, 77870, Vulaines-sur-Seine, France"
Fondation Jeunesse Avenir Entreprise,30100,2021-03-11,https://www.fondation-jae.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"60 avenue Jean Mermoz, 69372 Lyon cedex 08, France","60 Avenue Jean Mermoz, 69008, Lyon, France"
Bibracte EPCC,39676,2021-03-23,https://www.bibracte.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Centre archéologique européen, 58370, Glux-en-Glenne, France","Centre archéologique européen, 58370, Glux-en-Glenne, France"
Atelier de la langue française,87897,2021-03-24,https://www.atelier-languefrancaise.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"9 Av Henri Pontier, 13100, Aix-en-Provence, France","9 Av Henri Pontier, 13100, Aix-en-Provence, France"
Epicure 3.0,74902,2021-03-24,https://gar.vivreaulycee.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"12 rue des Capucins, 51100, Reims, France","12 rue des Capucins, 51100, Reims, France"
Archives de l'AP-HP,23259,2021-03-26,http://archives.aphp.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"78 avenue du Général Leclerc, 94270, Le Kremlin-Bicêtre, France","78 avenue du Général Leclerc, 94270, Le Kremlin-Bicêtre, France"
Numista,71823,2021-03-30,https://numista.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 avenue des Frères Olivier, 06600, Antibes, France","1 avenue des Frères Olivier, 06600, Antibes, France"
EvidenceB,32835,2021-04-06,https://www.evidenceb.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"19 rue André Del Sarte, 75018, Paris, France","19 rue André Del Sarte, 75018, Paris, France"
Nomad Education,81399,2021-04-08,https://nomadeducation.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"160 Boulevard Haussmann, 75008, Paris, France","160 Boulevard Haussmann, 75008, Paris, France"
aleph99,68404,2021-04-08,https://e.aleph99.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4, rue de Palestine, 75019, Paris, France","4, rue de Palestine, 75019, Paris, France"
Archives municipales d'Alès,55408,2021-04-12,https://www.ales.fr/territoire/decouvrir/archives-municipales-dales/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Place de l'Hôtel de Ville, 30100, Alès, France","4 Boulevard Gambetta, 30100, Alès, France"
Plume,38991,2021-04-21,https://www.plume-app.co,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 Rue Anselme, 93400, Saint-Ouen, France","12 Rue Anselme, 93400, Saint-Ouen, France"
Les Musées d'Orléans,61563,2021-04-28,https://musees.orleans-metropole.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Rue Fernand Rabier, 45000, Orléans, France","1 Rue Fernand Rabier, 45000, Orléans, France"
Chantier scientifique de Notre-Dame de Paris,35572,2021-05-07,https://www.notre-dame.science,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"31 Chemin Joseph Aiguier, 13009 Marseille, France","31 Chemin Joseph Aiguier, 13009 Marseille, France"
ƱpnFʊnR,71139,2021-05-19,https://sudoranais.shinyapps.io/Analysis_Processing_Rhotic_Alveolar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 rue de Lille, 75007, Paris, France","2 rue de Lille, 75007, Paris, France"
Artips,58828,2021-05-19,https://www.artips-academy.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"29 rue de meaux, 75019 Paris, France","29 rue de meaux, 75019 Paris, France"
Archives de Nantes,32493,2021-05-26,http://www.archives.nantes.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 Cours du Champ de Mars, 44923 Nantes, France","2 Cours du Champ de Mars, 44923 Nantes, France"
"calcul@TICE, Académie de Lille",19498,2021-05-28,https://www.ac-lille.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"144 rue de Bavay, 59000 Lille, France","144 rue de Bavay, 59000 Lille, France"
VOD Factory,67719,2021-06-07,https://www.vodfactory.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 rue du faubourg montmartre, 75009 Paris, France","4 rue du faubourg montmartre, 75009 Paris, France"
Archives de Châtenay-Malabry,29074,2021-06-11,https://archives.chatenay-malabry.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"26 rue du docteur le savoureux, 92290 Châtenay-Malabry, France","26 rue du docteur le savoureux, 92290 Châtenay-Malabry, France"
SchoolMouv,64300,2021-06-15,https://www.schoolmouv.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"26 rue marie magne, 31300 Toulouse, France","26 rue marie magne, 31300 Toulouse, France"
GIP mission de préfiguration Musée-mémorial du terrorisme,73876,2021-06-29,https://www.musee-memorial-terrorisme.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"13 Place Vendôme, 75001 Paris, France","13 Place Vendôme, 75001 Paris, France"
Archives Rochefortocean,35230,2021-07-01,https://archives.rochefortocean.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"119 rue Pierre Loti 17300 Rochefort, France","119 rue Pierre Loti 17300 Rochefort, France"
Muséum d'histoire naturelle de Troyes,83452,2021-07-07,https://www.musees-troyes.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 Rue Chrestien de Troyes 10000 Troyes, France","4 Rue Chrestien de Troyes 10000 Troyes, France"
Studytracks Global,70797,2021-07-07,http://www.studytracks.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,23 rue Condorcet 91700 Fleury Mérogis France,23 rue Condorcet 91700 Fleury Mérogis France
Réseau des Médiathèques du Lunévillois,31809,2021-07-08,https://www.mediatheques-du-lunevillois.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 rue du Colonel Clarenthal, 54300 Lunéville, France","4 rue du Colonel Clarenthal, 54300 Lunéville, France"
