who,what,when,where,how_nfp,how_nr,how_op,how_cc,how_year,how_policy,why,contact (surname),contact (firstname),contact (current only),Provider (surname),Provider (firstname),Provider (mail),address (postal),address (location)
DePauw University Archives,86187,2020-10-19,https://www.depauw.edu/libraries/about/librarylocations/archives/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 East Larrabee Street, Greencastle, IN 46135, USA","Greencastle, IN 46135, USA"
Editura Servo-sat,73190,2020-10-22,https://www.servo-sat.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"DJ707A 43, Caprioara, 317271, Romania","DJ707A 43, Caprioara, 317271, Romania"
Universidad Autónoma del Estado de México,60194,2020-10-27,https://hemeroteca.uaemex.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Ciudad Universitaria s/n, Cerro de Coatepec, Toluca, Estado de México","Calle Cerro de Coatepec Universitaria, 50130 Toluca de Lerdo, Méx., México"
New Literaria,47199,2020-10-30,https://www.newliteraria.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 Raja Bazar Main Road, Midnapore, West Bengal 721101, India","2 Raja Bazar Main Road, Midnapore, West Bengal 721101, India"
Signpost BV,34545,2020-11-05,http://signpostbv.nl/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Wolfsakker 5A, 9160 Lokeren, Belgium","Wolfsakker 5A, 9160 Lokeren, Belgium"
Kasmera,18129,2020-11-22,https://produccioncientificaluz.org/index.php/kasmera/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"68 Avenida 20, Maracaibo, Venezuela","68 Avenida 20 Maracaibo 4005, Zulia, Venezuela"
The June L. Mazer Lesbian Archives,66351,2020-11-29,https://www.mazerlesbianarchives.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"626 N. Robertson Blvd. West Hollywood, CA 90069, USA","626 N. Robertson Blvd. West Hollywood, CA 90069, USA"
Curtin University,53697,2020-11-29,https://curtin.edu.au,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Kent St, Curtin University, Bentley, WA 6102, Australia","Kent St, Bentley WA 6102, Australia"
Bibliothèques de Laval,14708,2020-12-05,https://biblio.laval.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1555 Boulevard Chomedey, Laval, QC H7V 3Z1, Canada","325, boulevard Cartier Ouest Laval (Québec) H7N 2J5, Canada"
Densho,88922,2020-12-14,https://identifiers.densho.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1416 S. Jackson St, Seattle, WA 98144, USA","1416 S. Jackson St, Seattle, WA 98144, USA"
"The National Gallery, London",75927,2020-12-14,https://data.ng-london.org.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"The National Gallery, Trafalgar Square, London, WC2N 5DN, UK","Trafalgar Square, Charing Cross, London WC2N 5DN, UK"
Wildlife Conservation Society Library and Archives,63273,2020-12-16,https://library.wcs.org/Archives.aspx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2300 Southern Boulevard, Bronx, NY 10460, USA","2300 Southern Boulevard, Bronx, NY 10460, USA"
"Institute of Information Science, Academia Sinica, Taiwan",37281,2020-12-23,https://pid.depositar.io,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"No. 128, Section 2, Nangang District, Taipei City 115, Taiwan","No. 128, Section 2, Nangang Road, Nangang District Taipei City, Taïwan 115"
Center for Adventist Research,24284,2020-12-23,https://www.centerforadventistresearch.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4190 Administration Drive, Berrien Springs, MI 49103, USA","4190 Administration Drive, Berrien Springs, MI 49103, USA"
Niagara Falls Public Library,85503,2021-01-05,https://nflh.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1425 Main St Niagara Falls, NY 14305, USA","1425 Main St Niagara Falls, NY 14305, USA"
Musée national d'histoire et d'art Luxembourg,72849,2021-01-11,https://collections.mnha.lu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Marché-aux-Poissons, 2345, Luxembourg, Luxembourg","Marché-aux-Poissons, 2345, Luxembourg, Luxembourg"
Real Sociedad Bascongada de los Amigos del País,33860,2021-01-16,https://rsbap.org/ojs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Peña y Goñi, 5, 20002 Donostia-San Sebastián, San Sebastian, Spain","Peña y Goñi Kalea, 5 20002 Donostia, Gipuzkoa, Spain"
Africa Development and Resources Research Institute,82425,2021-01-21,https://www.adrri.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Koforidua-Nsutam Rd, Koforidua, Ghana","Koforidua-Nsutam Rd, Koforidua, Ghana"
Dixon Pentecostal Research Center - Lee University,43436,2021-01-22,https://www.dixonprc.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"260 11th Street NE, Cleveland, TN 37311, USA","260 11th Street NE, Cleveland, TN 37311, USA"
Bibliotheca Hertziana - Max Planck Institute for Art History,30440,2021-01-26,https://ark.biblhertz.it,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"via Gregoriana 28, 00128 Rome, Italy","Via Gregoriana, 28 00187 Roma RM, Italy"
Universidad Nacional Experimental de los Llanos Centrales Rómulo Gallegos,53012,2021-02-02,https://ceiacergunergs.wordpress.com/ediciones-de-la-revista/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"av. 23 de Enero, Calabozo, Venezuela","Avenida 23 de Enero Calabozo, Guárico, Venezuela"
Sistema bibliotecario dell'Università di Verona,40016,2021-02-02,https://www.univr.it/it/biblioteche,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"via San Francesco 22, 37129, Verona, Italy","Via San Francesco, 22 37129 Verona VR, Italy"
National Library of Mexico,27021,2021-02-03,https://BNM.iib.unam.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Circuito Mario de la Cueva, Cd Universitaria, UNAM, Mexico","Cd Universitaria, UNAM, Mexico"
Jizerska-knihovna,88582,2021-02-05,https://webnode.cz,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Na Pískovně 667, Liberec, 46014, Czech republic","Na Pískovně 667 Ruprechtice, 460 14 Liberec, Czech republic"
Revista Científico Hombre Ciencia y Tecnología,75585,2021-02-09,http://www.ciencia.gtmo.inf.cu/index.php/http,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"13 Norte, Guantánamo, Cuba","13 Norte, Guantánamo, Cuba"
California Historical Society,62588,2021-02-09,https://californiahistoricalsociety.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"678 Mission St, San Francisco, CA 94110, USA","678 Mission St, San Francisco, CA 94105, USA"
State Library Victoria,49592,2021-02-16,https://www.slv.vic.gov.au/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"328 Swanston Street, Melbourne, Victoria 3000, Australia","328 Swanston St, Melbourne VIC 3000, Australia"
Software Systems Lab,23943,2021-02-24,https://www.sosy-lab.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Oettingenstr. 67, 80538 München, Germany","Oettingenstr. 67, 80538 München, Germany"
Brill,10948,2021-03-02,https://data.brill.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Plantijnstraat 2, 2321 JC, Leiden, The Netherlands","Plantijnstraat 2, 2321 JC, Leiden, The Netherlands"
Paleo Core,72164,2021-03-04,https://paleocore.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2100 Speedway, Austin, TX 78712, USA","2100 Speedway Austin, TX 78705, USA"
Max Planck Institute of Molecular Cell Biology and Genetics,17104,2021-03-12,https://www.mpi-cbg.de/home,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Pfotenhauerstrasse 108, Dresden, 01307, Germany","Pfotenhauerstrasse 108, Dresden, 01307, Germany"
"Silfersysten, Revista Sientifikha",78321,2021-03-14,https://silfersystem.site/revista/index.php/sf,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Arequipa 1345 Lince, Lima, Perú","Av. Arequipa 1345 Miraflores 15074,Perù"
SZTAKI,65326,2021-03-17,https://www.sztaki.hu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"13-17 Kende u., Budapest, Hungary","Kende u. 13-17 Budapest, 1111 Hungary"
New York School of Interior Design,52671,2021-03-18,http://nysidarchives.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"170 East 70th Street, New York, NY 10021, USA","170 East 70th Street, New York, NY 10021, USA"
Observatorio de la Deuda Social Argentina (ODSA) de la Universidad Católica Argentina (UCA),26680,2021-03-23,https://poblaciones.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Alicia Moreau de Justo 1500. 4º piso, of. 462, Buenos Aires, Argentina","4º piso, of. 462 Av. Alicia Moreau de Justo 1500, C1107AFB, Buenos Aires,Argentina"
Acta Académica,13683,2021-03-23,https://aacademica.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Pedro Morán 2946, Buenos Aires, Argentina","Pedro Morán 2946 C1419 HJR, Buenos Aires, Argentina"
Facultad de Ciencias de la Educación Universidad Nacional de Entre Ríos,62247,2021-03-25,http://pcient.uner.edu.ar/elcardo,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Alameda de la Federación 126, Paraná, Entre Ríos, Argentina","Alameda de la Federación 126, Paraná, Entre Ríos, Argentina"
Kingston Public Library Local History Collections,49252,2021-03-25,https://kplma.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"33 Summer St. Kingston, MA 02364, USA","33 Summer St. Kingston, MA 02364, USA"
Real Biblioteca,36256,2021-03-25,https://www.realbiblioteca.es,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Palacio Real, C. Bailén, s.n., 28071 Madrid, Spain","Palacio Real, C. Bailén, s.n., 28071 Madrid, Spain"
Prince of Peace Abbey Library,10263,2021-03-26,https://www.princeofpeaceabbey.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"650 Benet Hill Rd, Oceanside, CA 92058, USA","650 Benet Hill Rd, Oceanside, CA 92058, USA"
DrEdGE: Differential Expression Gene Explorer,84478,2021-03-29,https://dredge.ptgolden.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"400 Davie Rd, Carrboro NC 27510, USA","400 Davie Rd, Carrboro NC 27510, USA"
Hampden Sydney College Archives & Special Collections,45832,2021-03-31,https://libguides.hsc.edu/archives,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bortz Library 237, Hampden-Sydney, VA 23943, USA","257 Via Sacra, Farmville, VA 23901, USA"
IJCERT Publication House,19839,2021-04-07,https://www.ijcert.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"PS Rao Nagar, Dammaiguda, Hyderabad, 500083, Telangana, India","PS Rao Nagar Dammaiguda, Secunderabad, Télangana 500083, India"
Innovación y Software,42411,2021-04-12,https://revistas.ulasalle.edu.pe/innosoft,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Alfonso Ugarte No 517, Arequipa, Peru","Av. Alfonso Ugarte No 517, Arequipa, Peru"
"Faculty of Humanities and Social Sciences, University of Zagreb",29415,2021-04-13,https://web2020.ffzg.unizg.hr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Ivana Lucica 3, HR 10000 Zagreb, Croatia","Ul. Ivana Lučića 3 10000, Zagreb, Croatia"
"Revista Científica de la Facultad de Ciencias Químicas y Farmacia, USAC",16420,2021-04-13,https://revistacient.ccqqfar.usac.edu.gt/index.php/revista_cientifica,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Ciudad Universitaria, 11 Av, Guatemala, 01012, Guatemala","11 Avenida, Cdad. de Guatemala 01012, Guatemala"
University of Northampton,77980,2021-04-14,https://www.northampton.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"University Drive, Northampton NN1 5PH, United Kingdom","University Dr, Northampton, United Kingdom"
Unversidad Nacional de Río Cuarto,64984,2021-04-14,https://www.unrc.edu.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Ruta Nacional 36, Km. 601, Río Cuarto, Córdoba, CA X5804BYA, Argentina","Ruta Nac. 36 - Km. 601, X5804BYA Río Cuarto, Córdoba, Argentina"
Grupo INDECSAR,51987,2021-04-19,https://indecsar.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Calle 3, Villa 30, Ciudadela Panorama, Durán, Ecuador","Villa 30, Ciudadela Panorama, Durán, Ecuador"
National Journal of Environment and Scientific Research,25996,2021-04-21,https://www.njesr.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Jawahar Nagar, Sri Ganganagar, Rajasthan 335001, India","Jawahar Nagar, Sri Ganganagar, Rajasthan 335001, India"
Conservatoire et jardin botaniques de la ville de Genève,13001,2021-04-21,https://archives.cjbg.ch/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Chemin de l'Impératrice 1, 1292 Chambésy, Genève, Switzerland","Chemin de l'Impératrice 1, 1292 Chambésy, Genève, Switzerland"
University of Southern Denmark,87557,2021-04-26,https://cloud.sdu.dk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Campusvej 55, 5230, Odense, Denmark","Campusvej 55, 5230, Odense, Denmark"
Association québécoise des marionnettistes,74560,2021-04-28,https://aqm.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"30 avenue Saint-Just, Montréal, QC, H4H 1Z8, Canada","30 Avenue Saint-Just Outremont, QC H2V 1X8, Canada"
Universidad del Valle de Puebla,48567,2021-05-07,https://uvp.mx/revistas,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Calle 3 A Sur 5759, El Cerrito, 72440 Puebla, Puebla, Mexico","Calle 3 A Sur 5759, El Cerrito, 72440 Puebla, Puebla, Mexico"
Poltekkes Kemenkes Kendari,22917,2021-05-10,https://NLP.poltekkes-kdi.ac.id,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Jl. Jend. AH. Nasution No.14 Kambu, Kec. Kambu, Kota Kendari, Sulawesi Tenggara 93231, Indonesia","Jl. Jend. AH. Nasution No.14 Kambu, Kec. Kambu, Kota Kendari, Sulawesi Tenggara 93231, Indonesia"
Università degli Studi di Torino,84136,2021-05-14,https://dl.unito.it,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Via Verdi, 8 - 10124 Torino, Italy","Via Verdi, 8 - 10124 Torino, Italy"
Archives de l'Etat de Fribourg,58143,2021-05-20,https://archivesqa.fr.ch,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Route des Arsenaux 17, 1700 Fribourg, Switzerland","Route des Arsenaux 17, 1700 Fribourg, Switzerland"
Revista Odontología Vital,45148,2021-05-25,https://revistas.ulatina.ac.cr/index.php/odontologiavital/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"San Pedro, San José, Costa Rica","San Pedro, San José, Costa Rica"
Quintú Quimün. Revista de lingüística,80715,2021-06-01,http://revele.uncoma.edu.ar/htdoc/revele,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Mendoza 2151, R8332 General Roca, Río Negro, Argentina","Av. Mendoza 2151, R8332 General Roca, Río Negro, Argentina"
Didasc@lia: didáctica y educación,54724,2021-06-08,http://revistas.ult.edu.cu/index.php/didascalia,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Calle Lico Cruz  Ramón Ortuño CP: 75100. Las Tunas, Cuba","Calle Lico Cruz  Ramón Ortuño CP: 75100. Las Tunas, Cuba"
Boletín Científico Tecnológico,42069,2021-06-10,https://bct.boletincientifico.cl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Valenzuela Llanos Nº 623, La Reina, Santiago, Chile","Valenzuela Llanos Nº 623, La Reina, Santiago, Chile"
Clwyd-Powys Archaeological Trust,16078,2021-06-14,https://cpat.org.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"The Offices, Welshpool SY21 8RP, United Kingdom","The Offices, Welshpool SY21 8RP, United Kingdom"
Facultad de Ciencias Económicas de la Universidad de Buenos Aires,77295,2021-06-14,https://economicas.uba.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Córdoba 2122 C1113 CABA, Argentina","Av. Córdoba 2122 C1113 CABA, Argentina"
Wooclap,51645,2021-06-15,https://wooclap.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 Rue des Pères Blancs, 1040 Etterbeek, Belgium","4 Rue des Pères Blancs, 1040 Etterbeek, Belgium"
Centro de Documentación Regional Juan Bautista Vázquez,25654,2021-06-18,https://www.ucuenca.edu.ec/servicios/biblioteca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av 12 de Abril & Av Loja, Cuenca, Ecuador","Av 12 de Abril & Av Loja, Cuenca, Ecuador"
Direzione Generale Archivi,12657,2021-06-18,https://www.antenati.san.beniculturali.it,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"via di san michele 22, 00153 Roma, Italy","via di san michele 22, 00153 Roma, Italy"
"University of Wisconsin, Madison, Law School",86871,2021-06-18,https://repository.law.wisc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"975 Bascom Mall, Madison WI 53706, USA","975 Bascom Mall, Madison WI 53706, USA"
George Mason University Libraries,61221,2021-06-29,https://library.gmu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4400 University Dr, Fairfax, VA 22030, USA","4400 University Dr, Fairfax, VA 22030, USA"
Helmholtz Centre for Environmental Research GmbH - UFZ,48226,2021-06-30,https://www.ufz.de,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Permoserstr. 15, 04318 Leipzig, Germany","Permoserstr. 15, 04318 Leipzig, Germany"
The Open Academic Research Association,22233,2021-07-06,https://oara.info/about,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Al Yarmouk - Baqubah, Diyala - Iraq","Al Yarmouk - Baqubah, Diyala - Iraq"
Polyneme LLC,57802,2021-07-07,https://ns.polyneme.xyz,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"82 Nassau St # 60280, New York, NY 10038-3703, USA","82 Nassau St # 60280, New York, NY 10038-3703, USA"
Abridged Pause Archiving,44806,2021-07-07,https://www.abridgedpause.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"350 Royale Place, Montreal, Quebec H2Y 3Y5, Canada","350 Royale Place, Montreal, Quebec H2Y 3Y5, Canada"
